4285;Flipper;Curly Sue;Harriet the Spy;The Land Before Time X: The Great Longneck Migration;The Land Before Time V: The Mysterious Island;Inspector Gadget
4287;The Truth About Charlie / Charade;Serendipity;Gangs of New York;X2: X-Men United;The Manchurian Candidate;How to Lose a Guy in 10 Days
4289;Police Academy 2: Their First Assignment;The Mask: Special Edition;Friday;Bad Boys;Who Framed Roger Rabbit?: Special Edition;The Karate Kid Part II
4290;Air Bud Spikes Back;Operation Dumbo Drop;Double, Double, Toil and Trouble;Aladdin and the King of Thieves;Alaska;Dunston Checks In
4291;Gregory's Girl;Scandal;The Russians Are Coming, The Russians Are Coming;Women in Love;Carrington;Bob Roberts
4298;Code of Silence;Eraser;Black Dog;48 Hrs.;Shaft;Another 48 Hrs.
4299;Knight Rider: Season 1;Short Circuit 2;Xena: Warrior Princess: Season 2;Charlie's Angels: Season 1;Police Academy 6: City Under Siege;Short Circuit
4302;An Officer and a Gentleman;Con Air;Clear and Present Danger;Seabiscuit;Spider-Man;Double Jeopardy
4306;The Sixth Sense;Philadelphia;Kill Bill: Vol. 2;The School of Rock;What Lies Beneath;Father of the Bride
4308;Beauty and the Beast;Free Willy 3: The Rescue;An American Tail;The Rugrats Movie;Inspector Gadget;James and the Giant Peach
4310;Bride of Chucky;The Relic;From Dusk Till Dawn;Damien: Omen II;Final Destination 2;Children of the Corn 3: Urban Harvest
4315;In Good Company;Ferris Bueller's Day Off;Ghost;Minority Report;Eternal Sunshine of the Spotless Mind;Shall We Dance?
4320;A Man and a Woman;Tender Mercies;Kind Hearts and Coronets;Witness for the Prosecution;On the Beach;My Father's Glory
4327;Emily Bronte's Wuthering Heights;Songcatcher;The Matchmaker;Moulin Rouge;Vanity Fair;Crimes of the Heart
4328;The Ruling Class;Strangers on a Train: Special Edition;Carnal Knowledge;Manhattan;Richard III;The Year of Living Dangerously
4330;While You Were Sleeping;Good Morning, Vietnam;Catch Me If You Can;Raising Helen;Pretty in Pink;The Shawshank Redemption: Special Edition
4331;Owning Mahowny;Y Tu Mama Tambien;Narc;Midnight Cowboy;The Magdalene Sisters;A Clockwork Orange
4336;Manic;May;In America;Lovely & Amazing;Adaptation;Taking Lives
4339;Shadow of the Vampire;Lost in Translation;Close Encounters of the Third Kind;The Cell;The Talented Mr. Ripley;The Silence of the Lambs
4340;Longitude;Michael Collins;Master and Commander: The Far Side of the World;Cadfael: The Rose Rent;The Return of Sherlock Holmes;Poirot: Hickory Dickory Dock
4341;The Scorpion King;Deep Impact;Alien vs. Predator;The Last Samurai;Pearl Harbor;Die Hard
4342;Batman: The Animated Series: Out of the Shadows;Highlander;Dragon Ball Z: Bojack Unbound;Star Trek: Deep Space Nine: Season 7;X2: X-Men United;Dragon Ball Z: Broly: The Legendary Super Saiyan
4345;Bowling for Columbine;Braveheart;Big;Dead Man Walking;Full Metal Jacket;The Good Girl
4346;The Last American Virgin;The Breakfast Club;I'm Gonna Git You Sucka;See No Evil, Hear No Evil;Heathers;Trading Places
4352;Woman on Top;I.Q.;Here on Earth;How Stella Got Her Groove Back;Boys on the Side;The Full Monty
4353;Curb Your Enthusiasm: Season 3;There's Something About Mary: Special Edition;Fear and Loathing in Las Vegas;Jackie Brown: Collector's Series;Confessions of a Dangerous Mind;Scarface: 20th Anniversary Edition
4354;Fever Pitch;Mystic Pizza;The Age of Innocence;10 Things I Hate About You;Ferris Bueller's Day Off;Good Will Hunting
4355;Coffee and Cigarettes;Kids;12 Monkeys;Wonder Boys;24 Hour Party People;Almost Famous
4356;Road to Perdition;Million Dollar Baby;The Royal Tenenbaums;X2: X-Men United;What Women Want;Enemy of the State
4360;Mr. Show: Season 2;Miller's Crossing;12 Monkeys;Strangers with Candy: Season 3;Confessions of a Dangerous Mind;Pulp Fiction
4364;Network;In the Heat of the Night;Blazing Saddles;Marathon Man;West Side Story;The Great Escape
4366;Soul Food: Season 1;My Baby's Daddy;Mo' Money;Friday;Next Friday;Selena
4367;First Do No Harm;Where the Heart Is;Songcatcher;Children of a Lesser God;The Champ;Anywhere But Here
4369;Porky's;Pirates of the Caribbean: The Curse of the Black Pearl;Jerry Maguire;Police Academy: Special Edition;Grumpy Old Men;Blazing Saddles
4370;Miracles;Wasabi;Kickboxer;The Mask: Special Edition;GoldenEye;Galaxy Quest
4372;To End All Wars;Hellboy;Cross of Iron;High Crimes;The Pianist;Battle of Britain
4374;Disturbing Behavior;Jason X;The Langoliers;The Amityville Horror;10 Things I Hate About You;Hollow Man
4377;Tart;Best Laid Plans;B Monkey;Wonderland;Threesome;Pulp Fiction
4380;Rookie of the Year;The Wedding Singer;Robin Hood: Prince of Thieves;Oliver & Company;The Nutty Professor;Footloose: Special Collector's Edition
4381;Sharpe 9: Sharpe's Regiment;The Horse Soldiers;Prime Suspect 3;Inspector Morse 23: The Death of the Self;The Lion in Winter;Inspector Morse 13: The Sins of the Father
4383;Farscape: The Peacekeeper Wars;Star Wars: Episode VI: Return of the Jedi;The Lord of the Rings: The Fellowship of the Ring: Extended Edition;The X-Files: Fight the Future;X-Men;Blade
4384;Dawn of the Dead;Hollow Man;12 Monkeys;Gladiator;Jurassic Park;Alien: Collector's Edition
4385;Sharpe 5: Sharpe's Honour;Prime Suspect 5;Poirot: Murder in Mesopotamia;Spartacus;Poirot: The Mysterious Affair at Styles;The Magnificent Seven
4386;The Return of the Living Dead;Jacob's Ladder;Hellraiser VI: Hellseeker;Warlock;Bride of Re-Animator;House on Haunted Hill
4387;Nobody Knows;Lost in Translation;You Can Count on Me;Melinda and Melinda;L'Auberge Espagnole;Dogville
4389;A Man Apart;A Knight's Tale;Miss Congeniality;Training Day;Twisted;The Bourne Supremacy
4390;Get Your Stuff;Queer as Folk: Season 4;Further Tales of the City;The Event;The Hanging Garden;Camp
4392;Army of Darkness;National Lampoon's Animal House;American Beauty;Chasing Amy;O Brother, Where Art Thou?;Pirates of the Caribbean: The Curse of the Black Pearl
4393;The Mask: Special Edition;The Mask of Zorro;Twins;What Women Want;The Whole Nine Yards;Miss Congeniality
4394;Druids;Rising Sun;In the Shadows;Mad Max Beyond Thunderdome;Starship Troopers;Nowhere to Run
4396;Party Monster: The Shockumentary;Lost in Translation;Roger & Me;The Dangerous Lives of Altar Boys;Run Lola Run;The Good Girl
4398;Home Room;Eye for an Eye;Confessions of a Teenage Drama Queen;Wisegirls;Close Your Eyes;Legally Blonde 2: Red, White & Blonde
4402;A Nightmare on Elm Street;American Pie 2;Boogie Nights;Rosemary's Baby;Con Air;Lord of the Rings: The Two Towers
4405;In Living Color: Season 3;Weird Science;King of the Hill: Season 1;Futurama: Vol. 4;A Low Down Dirty Shame;Quantum Leap: Season 2
4407;Boy Meets World: Season 1;Knight Rider: Season 2;Teenage Mutant Ninja Turtles: The Movie;Mork & Mindy: Season 1;ER: Season 3;Gilmore Girls: Season 1
4411;MTV: Punk'd: Season 2;ER: Season 1;The Brady Bunch: Season 1;Scream;Urban Legend;40 Days and 40 Nights
4413;Blame It on Rio;Risky Business;Foul Play;Private Benjamin;Delirious;Dirty Rotten Scoundrels
4414;Just a Kiss;Girl;Inventing the Abbotts;Hysterical Blindness;The Secret Lives of Dentists;The Hours
4415;Escaflowne;Dragon Ball Z: Broly's Second Coming;Samurai Jack: Season 1;Iron Monkey;Titan A.E.;Samurai Jack
4418;Titan A.E.;Terminator 3: Rise of the Machines;The Mask: Special Edition;Armageddon;The Emperor's New Groove;Krull
4419;In a Lonely Place;Breathless;Nights of Cabiria;From Here to Eternity;Rebecca;The Man Who Knew Too Much
4420;Against the Ropes;Matchstick Men;Remember the Titans;The Fast and the Furious;Timeline;What a Girl Wants
4427;The West Wing: Season 3;Harry Potter and the Sorcerer's Stone;Wag the Dog;Law & Order: Season 2;Sideways;Crouching Tiger, Hidden Dragon
4429;Undisputed;K-19: The Widowmaker;Bulletproof Monk;Deep Blue Sea;Daredevil;The Last Boy Scout
4432;The Italian Job;Legally Blonde;Gangs of New York;Harry Potter and the Chamber of Secrets;Hidalgo;Mr. Deeds
4438;The Two Jakes;The Package;Ronin;Dog Day Afternoon;Bonnie and Clyde;F/X
4441;The Last Supper;Bringing Out the Dead;Falling Down;The Talented Mr. Ripley;I Love You to Death;Dazed and Confused
4442;Up at the Villa;Croupier;Greenfingers;The Tailor of Panama;Sirens;Laurel Canyon
4449;The Inspector Lynley Mysteries: For the Sake of Elena;Horatio Hornblower: The New Adventures;Horatio Hornblower;Sharpe 1: Sharpe's Rifles;Sharpe 10: Sharpe's Siege;Sharpe 2: Sharpe's Eagle
4450;Pelle the Conqueror;The Quiet American;Hannah and Her Sisters;Breaking the Waves;Mrs. Brown;Lawrence of Arabia
4454;To Have and Have Not;Yankee Doodle Dandy;Seven Year Itch;The French Connection;The Awful Truth;Goodbye, Mr. Chips
4456;Cats Don't Dance;The Rescuers;The Hunchback of Notre Dame;The Three Musketeers;Cats & Dogs;Operation Dumbo Drop
4460;Me Myself I;Real Women Have Curves;The Truman Show;The Adventures of Priscilla, Queen of the Desert;The Cat's Meow;The Castle
4463;Escaflowne: The Movie;Shaolin Soccer;Dragon Ball Z: Broly's Second Coming;Samurai Jack;My Neighbor Totoro;Titan A.E.
4465;The Big One;Coffee and Cigarettes;Miller's Crossing;Boys Don't Cry;Chinatown;Crouching Tiger, Hidden Dragon
4468;Frasier: Season 6;Friends: Season 8;Friends: Season 4;The I Love Lucy 50th Anniversary Special;Seinfeld: Season 3;Married... with Children: Season 2
4472;Love Actually;The Fugitive;Harry Potter and the Sorcerer's Stone;Dodgeball: A True Underdog Story;Maid in Manhattan;The Stepford Wives
4474;Black Mask;Dune;Godzilla;Krull;Escape from L.A.;The Last Dragon
4478;The War Room;The Big One;A Mighty Wind;Bush's Brain;Vertigo;Welcome to the Dollhouse
4479;Ordinary People;Dog Day Afternoon;On the Waterfront;The Insider;Breaking Away;Sling Blade
4482;Whipped;Scream;Deuce Bigalow: Male Gigolo;The Animal;Just Visiting;Shallow Hal
4483;Human Traffic;Highway;Buffalo '66;Detroit Rock City;Romper Stomper;Death to Smoochy
4484;Xena: Warrior Princess: Season 6;Lois & Clark: The New Adventures of Superman: Season 1;Babylon 5: Season 3;X-Men: Evolution: Season 1;Dr. Quinn Medicine Woman: Season 3;Babylon 5: Season 1
4485;House of Wax / The Mystery of the Wax Museum;Killer Klowns from Outer Space;Escape from the Planet of the Apes;The Changeling;The Dark Half;The Last House on the Left
4488;Wonder Boys;When Harry Met Sally;Donnie Darko;Jaws;Blade Runner;Pollock
4489;Mysterious Island;Lifeforce;The Blue Max;Donovan's Reef;The Russians Are Coming, The Russians Are Coming;Escape from the Planet of the Apes
4490;Ned Kelly;Windtalkers;A Knight's Tale;Assault on Precinct 13;Signs;Sky Captain and the World of Tomorrow
4492;Club Dread;I, Robot;Undercover Brother;Varsity Blues;The Hot Chick;Scream
4493;Ju-on: The Grudge;Darkness Falls;Lord of the Rings: The Fellowship of the Ring;Akira;The Matrix;Lord of the Rings: The Two Towers
4496;Farewell My Concubine;Belle de Jour;Dr. Strangelove;Before Night Falls;Moonstruck;Bowling for Columbine
4503;Grace of My Heart;A Map of the World;Flirting;True Believer;The End of the Affair;Sid & Nancy
4506;Breakfast at Tiffany's;One Flew Over the Cuckoo's Nest;Psycho;Beetlejuice;Gosford Park;Ocean's Eleven
4507;Class Action;D.O.A.;Dead Calm;Eye for an Eye;A River Runs Through It;The Natural
4508;Star Trek: The Original Series: Vols. 1-15;The Twilight Zone: Vol. 7;Star Wars: Episode I: The Phantom Menace;The Twilight Zone: Vol. 16;The Spy Who Loved Me;Starman
4509;Little House on the Prairie: Season 4;7th Heaven: Season 2;Yours, Mine and Ours;Everybody Loves Raymond: Season 3;Black Beauty;Frasier: Season 5
4512;Shocker;Wolfen;Valentine;An American Werewolf in London;Wishmaster / Wishmaster 2: Evil Never Dies;Phantasm
4515;Extremities;The River Wild;Point of No Return;The Cotton Club;Kramer vs. Kramer;Coming Home
4516;Saturday Night Live: Christmas;Planes, Trains and Automobiles;Summer Rental;Superstar;Naked Gun 33 1/3: The Final Insult;Back to School
4517;Mimic;Predator: Collector's Edition;The 13th Warrior;Planet of the Apes;Critters;The Blob
4519;Out for a Kill;Catwoman;RoboCop 3;The Peacemaker;Tango & Cash;Iron Eagle 2
4520;Grumpier Old Men;The Sixth Sense;Young Guns;Air Force One;Black Sheep;The Family Man
4522;Independent's Day;Blade;The Matrix: Reloaded;Beverly Hills Cop;The Hunt for Red October;X-Men
4524;Bat 21;Just Cause;Black Rain;Die Hard 2: Die Harder;Chisum;Point Break
4528;Xena: Warrior Princess: Season 2;Smallville: Season 2;The Beastmaster;Wonder Woman: Season 1;Babylon 5: The Gathering;Merlin: Special Edition
4531;The Best of Triumph the Insult Comic Dog;The School of Rock;Ferris Bueller's Day Off;Full Metal Jacket;Mr. Show: Season 3;Groundhog Day
4533;L.I.E.;Notorious C.H.O.;Total Eclipse;The Adventures of Priscilla, Queen of the Desert;Elephant;Wilde
4535;Blank Check;The Rescuers;The Princess Diaries (Widescreen);Fly Away Home;Don't Tell Mom the Babysitter's Dead;Matilda: Special Edition
4536;Road to Rio;Big Jake;Desk Set;People Will Talk;The Quiet Man;Our Man Flint
4543;Mixed Nuts;Desperately Seeking Susan;Bulletproof;Innerspace;She's Having A Baby;Uncle Buck
4545;Dances With Wolves: Special Edition;Terminator 2: Extreme Edition;The Bourne Supremacy;An Officer and a Gentleman;Patch Adams;Edward Scissorhands
4546;Chasing Liberty;Ghost;Man on Fire;Guess Who;Armageddon;The Haunted Mansion
4547;The Three Stooges Double Feature;The Twilight Zone: Vol. 16;Gilligan's Island: Season 2;Tom and Jerry: Spotlight Collection: Vol. 1;Gilligan's Island: Season 1;The Andy Griffith Show: Season 1
4552;Laverne & Shirley: Season 1;MASH: Season 7;The Honeymooners: Classic 39 Episodes;Boy Meets World: Season 2;The King of Queens: Season 3;Frasier: Season 6
4553;The Three Caballeros;Beauty and the Beast: Special Edition;Gus;It's the Pied Piper, Charlie Brown;The Parent Trap;Casper
4557;The Falcon and the Snowman;Midnight Run;To Die For;The Untouchables;Once Upon a Time in America;Five Easy Pieces
4558;The Lost World;Mad Max Beyond Thunderdome;The Postman;Escape from New York;The 7th Voyage of Sinbad;Planet of the Apes
4559;Hearts and Minds;Adaptation;Dark Days;Raging Bull;The Long Goodbye;Band of Outsiders
4561;Everybody Loves Raymond: Season 4;Quantum Leap: Season 3;Bewitched: Season 1;The Dick Van Dyke Show: Season 3;Friends: Season 2;MacGyver: Season 2
4563;The Statement;Enduring Love;Three Days of the Condor;A Very Long Engagement;I Capture the Castle;Intimate Strangers
4565;The Paper Chase;Some Like It Hot;Bull Durham;The World According to Garp;West Side Story;Harvey
4568;Jennifer 8;Christine: Special Edition;Domestic Disturbance;Hard Rain;Bless the Child;The Craft
4569;3 Ninjas;Little Monsters;Pocahontas;The Rescuers;The Flintstones;Addams Family Values
4570;Midnight in the Garden of Good and Evil;The Fisher King;Gosford Park;Mystic River;Ocean's Eleven;Say Anything
4575;Scooby-Doo Where Are You?: Seasons 1 & 2;Tom and Jerry: The Movie;Dumbo;SpongeBob SquarePants: SpongeBob Goes Prehistoric;The A-Team: Season 2;The Black Cauldron
4577;Steel Magnolias;Sixteen Candles;Bringing Down the House;Harry Potter and the Chamber of Secrets;Cast Away;Mr. Holland's Opus
4581;Into the Arms of Strangers: Stories of the Kindertransport;Tootsie;All About Eve;The Graduate;Moonstruck;A Man for All Seasons
4583;Mr. Baseball;Wyatt Earp: Special Edition;Other People's Money;Assassins;Blind Date;For Love of the Game
4586;But I'm a Cheerleader;Interview with the Vampire;Crouching Tiger, Hidden Dragon;Pretty in Pink;The Hours;Harold and Maude
4587;Baby Geniuses;The Lion King II: Simba's Pride;Jumanji;Multiplicity;Fathers' Day;Don't Tell Mom the Babysitter's Dead
4590;The Forgotten;Speed;Lemony Snicket's A Series of Unfortunate Events;Braveheart;Top Gun;Shrek (Full-screen)
4591;The Lost Weekend;The Grapes of Wrath;The Wild One;For Whom the Bell Tolls;Tom Jones;Laurence Olivier's Hamlet
4592;UFC 47: Ultimate Fighting Championship: It's On!;The Matrix;Out of Time;Die Hard With a Vengeance;Half Baked;Face/Off
4594;The Last Detail;Citizen Kane;Sunset Boulevard;The Killing Fields;Something Wild;The Day of the Jackal
4595;Dragon Ball GT;Todd McFarlane's Spawn;Batman: Mask of the Phantasm;Batman: The Animated Series: Tales of the Dark Knight;Resident Evil;Jin-Roh: The Wolf Brigade
4596;D.O.A.;When a Man Loves a Woman;Conspiracy Theory;Night Shift;The Poseidon Adventure;Revenge
4598;How to Draw a Bunny;Dogville;Devil's Playground;Heavenly Creatures;This Is Spinal Tap;Sick
4599;The Rosa Parks Story;Jamie Foxx: I Might Need Security;The Burning Bed;Lackawanna Blues;Paid in Full;Selena
4601;The Scout;See No Evil, Hear No Evil;Dick Tracy;I Love Trouble;Stay Tuned;Popeye
4607;Melody Time;The Land Before Time VIII: The Big Freeze;Schoolhouse Rock!: Special 30th Anniversary Edition;Tom and Jerry: Whiskers Away!;The Gnome-Mobile;The Swan Princess
4609;Bob Dylan: Don't Look Back;Play it Again, Sam;Seven Samurai;Apocalypse Now Redux;Love and Death;Stardust Memories
4612;Timecop;Kindergarten Cop;Terminator 3: Rise of the Machines;The Fifth Element;The Art of War;The Mummy
4621;Drawing Flies;Desperado / El Mariachi;Pi: Faith in Chaos;Mars Attacks!;The Ring;Kill Bill: Vol. 1
4627;Little Women;To Catch a Thief;Sabrina;A Place in the Sun;The Secret Garden;While You Were Sleeping
4628;Kolya;Secrets & Lies;Ponette;Hannah and Her Sisters;Bowling for Columbine;No Man's Land
4629;George Carlin: Jammin' in New York / Doin' It Again;The Last Boy Scout;Coming to America;Bram Stoker's Dracula;Monty Python and the Holy Grail;The Bad News Bears
4630;House Arrest;Big Business;Bedazzled;Short Circuit 2;Billboard Dad;Heavyweights
4631;Doctor Who: The Stones of Blood;The Return of Sherlock Holmes;The Golden Voyage of Sinbad;Star Trek V: The Final Frontier;The Twilight Zone: Vol. 21;Westworld
4633;Gandhi;The French Connection;Big;Frida;The Hours;The Shining
4634;Me and You and Everyone We Know;Wonder Boys;The Sea Inside;Frida;Hedwig and the Angry Inch;Thirteen
4636;Dressed to Kill;Coming Home;Vertigo;Extremities;All the President's Men;Midnight Cowboy
4639;Wide Sargasso Sea;Farinelli;Passion Fish;An Affair of Love;Smilla's Sense of Snow;Something Wild
4640;Rain Man;GoodFellas: Special Edition;Memento;Big Fish;Chicago;One Flew Over the Cuckoo's Nest
4641;Tully;Cherish;Lost in Translation;Bowling for Columbine;Wonder Boys;Dopamine
4644;The Mother;Secrets & Lies;Angels in America;Valentin;Real Women Have Curves;Born Into Brothels
4651;Goodbye, Mr. Chips;The Grapes of Wrath;High Noon;The Philadelphia Story;Laurence Olivier's Hamlet;The Apartment
4652;Kids;O Brother, Where Art Thou?;I Heart Huckabees;Waiting for Guffman;Menace II Society;Fahrenheit 9/11
4653;The Burning Bed;Fear;Radio Flyer;Born Free;Eddie and the Cruisers;My Girl
4656;Erin Brockovich;Liar Liar;Tootsie;There's Something About Mary: Special Edition;Chocolat;John Q
4658;Seabiscuit: American Experience;Silkwood;Nine to Five;To Sir, with Love;The Natural;Doctor Zhivago
4660;The Shipping News;The Gift;In America;The Quiet American;Calendar Girls;Ghost
4661;Deuce Bigalow: Male Gigolo;Never Been Kissed;Beverly Hills Cop III;Die Hard With a Vengeance;Turner and Hooch;The Bourne Identity
4663;The Wedding Banquet;Mambo Italiano;Cowboys & Angels;Just One Time;But I'm a Cheerleader;Belle Epoque
4669;Suspect;A Few Good Men;Philadelphia;Play Misty for Me;The River Wild;Breakdown
4670;Wild Wild West;Harry Potter and the Sorcerer's Stone;Indiana Jones and the Temple of Doom;Braveheart;Ice Age;50 First Dates
4671;Stevie;Hoop Dreams;Monster's Ball;Pieces of April;Run Lola Run;Sideways
4675;Strawberry & Chocolate;The Journey of Jared Price;Mr. Smith Gets a Hustler;L.I.E.;Love and Death on Long Island;Relax ... It's Just Sex
4677;Urban Legends: Final Cut;Saw;Creepshow 2;Tales from the Crypt: Deadly Duo;Cruel Intentions;Hellraiser
4678;Death Warrant;Iron Eagle 2;The Cowboy Way;Highlander 4: Endgame;Death Wish 5: The Face of Death;The Art of War
4679;Battle of the Bulge;The Sea Hawk;The Quiet Man;Gunga Din;The Vikings;The Gauntlet
4680;Road to Morocco;Victor / Victoria;Auntie Mame;Bringing Up Baby;Red River;The Apartment
4682;SpongeBob SquarePants: Halloween;The Powerpuff Girls Movie;Spy Kids 2: The Island of Lost Dreams;James and the Giant Peach;Aladdin and the King of Thieves;Daddy Day Care
4683;Proof of Life;Hollow Man;Lord of the Rings: The Fellowship of the Ring;Men in Black II;Collateral Damage;Runaway Bride
4684;Pretty as a Picture: The Art of David Lynch;Following;Battleship Potemkin;River's Edge;Kids in the Hall: Brain Candy;Fellini Satyricon
4685;Lake Placid;Outbreak;Mission to Mars;Timecop;Freddy vs. Jason;The Watcher
4686;Hard to Kill;Patriot Games;Batman Forever;The Net;Rocky;Twister
4688;The Incredible Hulk: Original TV Series: Pilot / Married;21 Jump Street: Season 2;The Three Stooges: The Outlaws Is Coming;Good Times: Season 2;Highlander: Season 3;The Outer Limits: The Original Series: Season 1
4690;Mackenna's Gold;The Gauntlet;Back to Bataan;The Odessa File;In Like Flint;On the Beach
4691;Farscape: Season 4;The 4400: Season 1;Star Wars: Episode V: The Empire Strikes Back;Highlander: Season 6;Krull;Star Wars: Episode IV: A New Hope
4693;Leprechaun 2;Vampires: Los Muertos;Jaws 3;Urban Legend;Brainscan;Anaconda
4695;So Close;The Punisher;Blade;S.W.A.T.;Audition;Alien vs. Predator
4697;Heat: Special Edition;Scent of a Woman;Spider-Man 2;In the Line of Fire;Man on Fire;Jerry Maguire
4698;The Lost World: Jurassic Park;Cast Away;Ice Age;The 6th Day;XXX: Special Edition;Austin Powers: The Spy Who Shagged Me
4699;X-Men: Evolution: Season 2;The One;Scooby-Doo Meets the Harlem Globetrotters;Teenage Mutant Ninja Turtles II: The Secret of the Ooze;Pitch Black;Star Wars: Episode II: Attack of the Clones
4701;Two of a Kind;Lucas;Heart and Souls;Quicksilver;The Karate Kid Part III / The Next Karate Kid;Only You
4704;Fire;Chocolat;Indochine;Hilary and Jackie;Smoke Signals;The Talented Mr. Ripley
4705;Overboard;Field of Dreams;The Day After Tomorrow;Coyote Ugly;Lethal Weapon 4;Batman
4709;Tarzan and Jane;Agent Cody Banks;Robin Hood (Disney);Scooby-Doo and the Monster of Mexico;The Book of Pooh: Stories From the Heart;Tom and Jerry: The Movie
4712;The Hunchback of Notre Dame;River of No Return;Lethal Weapon;Bonnie and Clyde;Proof of Life;Bus Stop
4715;How to Murder Your Wife;Paint Your Wagon;The Odd Couple;To Catch a Thief;Elmer Gantry;Bye Bye Birdie
4719;All in the Family: Season 2;Coal Miner's Daughter: Collector's Edition;Home Improvement: Season 1;The Twilight Zone: Vol. 31;The Twilight Zone: Vol. 8;The Twilight Zone: Vol. 19
4720;The Work of Director Chris Cunningham;Hedwig and the Angry Inch;Memento;Sid & Nancy;Best in Show;Eyes Wide Shut
4721;Central Station;Sideways;To Live;The Full Monty;Hannah and Her Sisters;Sex and Lucia
4727;Apocalypse Now Redux;Ocean's Eleven;Indiana Jones and the Temple of Doom;A Beautiful Mind;Donnie Darko;Sideways
4730;A Wrinkle in Time;Shrek (Full-screen);George of the Jungle;Racing Stripes;Little Secrets;Buddy
4733;Faster;Team America: World Police;A Clockwork Orange;The Green Mile;Blow;Ronin
4736;Chariots of Fire;Forrest Gump;Dr. Strangelove;Papillon;October Sky;Empire of the Sun
4739;Mystic Pizza;When a Man Loves a Woman;The Sixth Sense;City of Angels;About a Boy;French Kiss
4740;The Golden Child;Terminator 2: Extreme Edition;The Waterboy;Batman Forever;Shanghai Noon;Charlie's Angels
4745;Bringing Down the House;Big;Harry Potter and the Chamber of Secrets;Secondhand Lions;American Pie 2;Pay It Forward
4751;Sinbad: Legend of the Seven Seas;The Chronicles of Riddick;How to Lose a Guy in 10 Days;The Matrix: Reloaded;Brother Bear (Home Viewing Version);Die Another Day
4752;Dancer in the Dark;Quills;Fahrenheit 9/11;Wings of Desire;Citizen Kane;The Good Girl
4753;Cabin Fever;Once Upon a Time in Mexico;Bad Boys II;The Order;Freddy's Dead: The Final Nightmare;Carrie
4754;Martin Lawrence Live: Runteldat;Lockdown;Nora's Hair Salon;Raw;How Stella Got Her Groove Back;Never Die Alone
4757;Musa the Warrior;Nausicaa of the Valley of the Wind;Spriggan;Twin Dragons;Castle in the Sky;Temptress Moon
4761;The Cannonball Run;The Nutty Professor;Men in Black;Airplane II: The Sequel;Big;Under Siege
4766;Black Sunday;Alphaville;Dawn of the Dead: European Version;Get Carter;In the Mouth of Madness;Diabolique
4767;Indian Summer;Bounce;A Walk in the Clouds;Sixteen Candles;Joe Versus the Volcano;Little Women
4772;Texas Chainsaw Massacre: The Next Generation;Arachnophobia;The Amityville Horror;Omen III: The Final Conflict;Stephen King's Cat's Eye;Salem's Lot
4773;In the Realms of the Unreal;Trainspotting: Collector's Edition;Chinatown;Wild at Heart;The Virgin Suicides;Requiem for a Dream
4774;Moscow on the Hudson;Hero;Silkwood;Risky Business;Honeymoon in Vegas;Enemy Mine
4777;Videodrome;The Adventures of Buckaroo Banzai;Alien: Collector's Edition;Touch of Evil;The Road Warrior;Miller's Crossing
4778;Reality Bites;My Best Friend's Wedding;Trainspotting: Collector's Edition;12 Monkeys;Notting Hill;Fried Green Tomatoes
4779;Hair Show;Bait;Mo' Better Blues;South Central;Assault on Precinct 13;Miss Congeniality 2: Armed and Fabulous
4780;Transformers: Season 3: Part 2/Season 4;Highlander: Season 5;Dragon Ball GT;Spawn 2;Police Academy: Special Edition;Samurai Jack: Season 2
4781;Cobra;Every Which Way But Loose;Bulletproof;Brewster's Millions;Death Warrant;Collateral Damage
4783;Felicity: Season 2;Inventing the Abbotts;Bed of Roses;Simply Irresistible;Footloose: Special Collector's Edition;When Harry Met Sally
4786;SpongeBob SquarePants: Nautical Nonsense / Sponge Buddies;Aladdin and the King of Thieves;The Sword in the Stone;Aladdin: Platinum Edition;The Simpsons: Season 3;The Lion King: Special Edition
4789;Stargate SG-1: Season 5;Lord of the Rings: The Return of the King: Extended Edition;Earthsea;Indiana Jones and the Last Crusade;Lord of the Rings: The Two Towers: Extended Edition;Buffy the Vampire Slayer: Season 5
4790;Tortilla Soup;The Shawshank Redemption: Special Edition;Mystic River;The Truth About Cats & Dogs;Shrek (Full-screen);Sister Act
4791;Pinocchio;Conan the Barbarian;Thunderball;The Right Stuff;Star Trek: Insurrection;The Thomas Crown Affair
4798;Gundam Wing: The Movie: Endless Waltz;Batman: Mask of the Phantasm;Batman Beyond: The Movie;Futurama: Vol. 1;Steamboy;Batman Beyond: Return of the Joker
4799;Billy Bathgate;Striking Distance;Pushing Tin;Stakeout;Saturday Night Fever;Point of No Return
4801;Darkness Falls;Hellraiser;Walking Tall;The Mummy;Lara Croft: Tomb Raider: The Cradle of Life;Carrie
4804;The Great Ziegfeld;Friendly Persuasion;Zorba the Greek;Gypsy;Judgment at Nuremberg;How to Marry a Millionaire
4805;True Romance;Rocky;Three Kings;Napoleon Dynamite;Minority Report;Eyes Wide Shut
4812;The Eruption of Mount St. Helens: IMAX;Journey to the Center of the Earth;Touching the Void;Lord of the Rings: The Return of the King;Braveheart;The Rock
4815;Murder by Death;Frankenstein / Bride of Frankenstein: The Legacy Collection;Singin' in the Rain;The Lion in Winter;Westworld;The Muppet Movie
4816;The Freshman;Ronin;Airplane!;Running Scared;Field of Dreams;Say Anything
4820;Italian for Beginners;Sunshine State;Farewell My Concubine;Amores Perros;About Schmidt;The Full Monty
